price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,age
921500,4,2.5,3670,315374,2,0,20
890000,4,1,2550,4000,2,0,109
430000,2,2.5,2420,60984,2,0,7
258000,5,2,2260,12500,1,0,54
511000,3,1,1430,3455,1,0,67
532170,3,2,1360,3090,2,0,24
560000,3,1,1110,5000,1.5,0,68
282950,3,1,1250,8200,1,0,61
2.25E+06,4,3.25,5180,19850,2,0,9
350000,1,1,700,5100,1,0,72
215000,3,1,1180,7669,1,0,47
650000,5,3.5,3960,25245,2,0,18
320000,4,2.75,2640,7500,1,0,47
247000,3,2,1270,7198,1.5,0,1
320000,4,1.75,1760,11180,1,0,46
255000,5,2.25,2060,8632,1,0,52
438000,3,1.75,1780,9660,1,0,53
900000,3,2.5,3400,16603,2,0,15
441000,3,2.75,1910,7280,1,0,35
420000,3,2,2020,38332,1,0,39
370000,3,1.75,1580,7000,1,0,38
269950,2,1.75,1340,7250,1,0,66
807100,4,2.5,2680,4499,2,0,16
653000,3,2.5,2680,9750,1,0,35
371500,3,2,1370,8336,1,0,50
284000,3,1.75,1560,21000,1,0,61
272000,3,1.75,2160,7140,1,0,37
313000,3,1.5,1340,7912,1.5,0,59
917500,4,2.5,3880,35003,2,0,31
673000,4,2.25,2590,8190,2,0,34
425000,3,2.5,1120,1100,2,0,7
399950,5,2.75,1970,5400,1,0,28
385000,3,1,1220,4800,1,0,113
269950,3,1.5,1950,7560,1,0,39
330000,2,1,1350,8220,1,0,66
260000,3,2.5,1670,5797,2,0,26
470000,4,3,2380,5125,1.5,0,90
589000,4,3,2440,9600,2,0,53
163500,2,1.5,1050,3419,2,0,18
835000,4,2.75,3130,13412,2,0,21
1.10E+06,5,3,4090,12850,1,0,28
269000,4,1.75,1490,10000,1,0,46
560000,3,2.5,1900,8744,2,0,27
615000,4,1,1330,2400,1.5,0,114
585188,3,2.25,2230,10026,1,0,39
305000,3,1.75,1650,9480,1,0,37
166950,3,1,1190,8820,1,0,55
799000,3,2.5,2140,9897,1,0,55
400000,3,2.5,2180,7508,1,0,52
230000,3,1,1060,10228,1,0,66
256883,3,2.5,1690,5025,2,0,11
423000,4,2,1970,6480,1.5,0,94
465000,3,2.5,2150,4084,2,0,7
440000,3,2.5,1910,66211,2,0,18
385000,3,1.75,1350,155073,1,0,45
210000,3,1,860,11725,1,0,72
297000,3,2.5,1940,14952,2,0,20
470000,3,1,1010,5000,1,0,62
226500,3,1.5,1300,7370,1,0,38
274250,3,1,910,8450,1,0,53
840000,4,1.75,2480,11010,1,0,48
677900,3,2.5,2440,4587,2,0,4
425000,3,1,1010,5864,1,0,100
180250,2,0.75,900,9600,1,0,73
464000,6,3,2300,3404,2,0,20
320000,4,2.25,1550,7579,2,0,22
625504,3,2.25,1270,1566,2,0,0
592500,4,2.5,2240,12032,1,0,31
465000,3,2.5,2714,17936,2,0,10
477000,4,2.75,1720,6270,2,0,36
280000,2,1,850,16400,1,0,92
1.51E+06,5,3,3300,33474,1,0,24
445838,3,2.5,2250,5692,2,0,14
1.07E+06,2,2.25,3900,14864,1,0,67
467000,2,1.5,1320,10800,1,0,67
686000,4,2.5,2760,6440,2,0,15
279950,3,2,1750,9750,1,0,53
527000,4,2.25,2330,19436,2,0,27
325000,3,2.25,2220,16020,1,0,48
328000,3,2.25,2020,8379,2,0,20
390000,3,2.25,1250,7500,1,0,72
479950,2,2,1510,6516,1,0,10
264950,4,2.25,1720,9753,1,0,36
235000,3,1,1430,15246,1,0,54
516500,3,2.5,1480,4729,2,0,11
655000,2,1.75,1450,15798,2,1,37
500000,4,2.75,2280,15347,1,0,54
315000,6,2.75,2940,7350,1,0,36
213000,2,1,1000,10200,1,0,53
475000,3,1.5,2480,5280,1.5,0,67
1.03E+06,5,4,3760,28040,2,0,31
416000,3,2,2220,94300,1,0,39
410000,4,1,1970,4740,1.5,0,10
800000,3,3.5,3830,221284,2,0,21
472000,6,2.5,4410,14034,1,0,49
225000,3,1.75,1430,8505,1,0,46
210000,2,1,830,6000,1,0,74
455000,2,1,1430,5000,1.5,0,90
225000,3,1,1300,8316,1,0,61
480000,2,1,1030,3060,1,0,96
363000,3,2.5,2740,11872,2,0,25
2.40E+06,4,2.5,3650,8354,1,1,14
181000,2,1.5,720,5120,1,0,61
250000,4,2,2010,7312,1,0,39
481000,3,1.75,1560,3000,1,0,97
260000,3,2,1810,7209,1,0,36
455000,4,2.5,3360,7685,2,0,13
415000,3,2.25,1510,36224,2,0,24
349500,3,1,1400,3538,1,0,62
245000,3,2.5,1730,7442,2,0,27
592500,2,2,1420,9191,1.5,0,86
385000,4,1.75,2360,7620,1,0,59
315000,3,1.75,1580,11455,1,0,41
255000,3,1,1230,10170,1,0,35
693000,4,2.5,2460,4425,2,0,8
780000,3,1,1660,4400,1.5,0,103
237000,3,1.75,1270,8470,1,0,54
525000,3,2.25,2100,40510,2,0,35
425000,2,1,770,5040,1,0,85
369900,1,0.75,760,10079,1,1,78
290000,4,2.5,1700,7280,2,0,26
285000,3,1,1120,10701,1,0,60
415000,2,1,1070,4500,1,0,77
272500,3,2.5,2070,9900,1,0,36
2.90E+06,4,3.25,5050,20100,1.5,0,7
1.37E+06,4,4.75,5310,57346,2,0,25
436000,2,1,1040,7538,1,0,76
210000,3,1,1700,11390,1,0,47
236000,3,1,1300,5898,1,0,53
331000,3,1.75,1080,1306,1,0,11
365000,3,2.5,2653,4510,2,0,9
450000,3,2,2290,16258,1,0,55
770000,4,2.75,3820,26300,2,0,0
455000,4,2.5,2210,49375,1,0,18
405000,3,1.75,2390,6000,1,0,107
304900,4,1.75,2600,11325,1,0,45
170000,2,1,860,5265,1,0,84
2.05E+06,5,3,3830,8480,2,0,21
780000,4,2.5,3500,7048,2,0,9
330000,3,3,2420,13959,1,0,27
370000,4,2.5,2720,8666,2,0,22
467000,5,2.25,2500,13500,1,0,35
405000,3,1.75,1670,6720,1,0,35
675000,5,2.25,2900,10300,1,0,29
500000,2,1,1640,14100,1,0,60
389999,4,2.5,1890,15770,2,0,46
630000,4,1.75,2950,9025,1,0,40
360000,4,2.5,2160,9528,2,0,22
580000,4,3,3280,11060,2,0,28
550000,3,2,1970,4166,2,0,85
879000,4,2.5,3360,22111,2,0,20
265000,3,2,1320,8959,1,0,21
446500,3,2.5,2650,7286,2,0,25
404000,3,1.5,2030,8880,1,0,51
267500,3,1.75,1590,11914,1,0,57
3.08E+06,4,5,4550,18641,1,1,12
335000,3,2.5,2440,7632,2,0,16
576000,3,2.5,1940,9000,1,0,66
208633,3,2.5,2040,3810,2,0,9
315000,3,2.25,2200,8750,1,0,51
725000,3,1.75,1920,3300,1,0,102
550000,4,2.75,1800,7750,1,0,50
610750,4,2.25,2180,7297,2,0,30
550700,2,1,1010,5000,1.5,0,107
665000,4,2.75,3320,10574,2,0,55
834000,4,2.5,2370,4000,1.5,0,87
201000,5,1.75,1660,78408,1.5,0,99
2.38E+06,5,2.5,3650,9050,2,0,93
1.38E+06,4,3.25,4290,12103,1,0,17
1.40E+06,4,3.25,4290,12103,1,0,17
305000,4,2.25,1950,7700,1,0,35
487000,3,2,2590,14052,1,0,67
390000,3,2.5,1930,64904,1,0,27
548000,2,1,1470,3864,1,0,98
268750,4,1,800,8775,1,0,71
819900,5,2.75,3150,7119,2,0,1
520000,3,2.25,2030,16200,2,0,30
230000,3,2,1450,11204,1,0,11
240000,3,1.75,1510,10248,1,0,46
232000,2,1,1240,12092,1,0,30
240500,2,1,1240,12092,1,0,31
274975,3,2.5,3030,45004,2,0,27
740000,4,2,2050,4400,1.5,0,92
186375,3,1,1000,7636,1,0,63
790000,3,2.25,2370,10289,1,0,37
880000,4,3.5,2800,6750,2,0,12
279000,6,1.75,2240,11180,2,0,60
295000,3,2,1810,10530,1,0,23
640000,2,1,1070,5000,1,0,91
940000,4,2,2490,9525,2,0,46
260000,4,2.5,1960,5238,2,0,11
559900,3,2.75,2930,5569,1,0,10
791500,4,2,1510,3500,1.5,0,103
265000,3,1.75,1420,8250,1,0,60
245000,3,1.75,1740,11547,1,0,61
485000,4,1.75,2560,43995,2,0,53
684000,4,3.5,3040,8414,2,0,4
425000,3,1.75,2500,6840,1,0,57
309600,4,1.75,1275,20000,1,0,23
552250,4,2.5,2580,5823,2,0,12
165000,4,1,1000,7134,1,0,71
239900,4,1,1000,7134,1,0,71
320000,2,1,1070,32633,1,0,84
206600,3,2,1390,13464,1,0,27
387000,4,1.75,2500,7690,1,0,42
299000,1,0.75,560,12120,1,0,47
855000,4,2.75,2270,10460,2,0,49
315000,3,1,1900,14400,1,0,61
437500,2,1,990,3120,1,0,107
252000,4,1.5,1550,19800,1,0,46
375000,4,1.75,2200,7475,1,0,59
300000,4,2.5,1910,4862,2,0,9
420000,4,1,1750,9600,1.5,0,60
900000,3,1,1330,77972,1,0,60
679900,3,2.5,2440,5750,2,0,14
463000,3,2.5,1640,29970,2,0,22
380000,5,2.5,2760,11340,2,0,36
329500,4,2.5,1820,7912,2,0,20
604950,3,2.5,2110,5608,1,0,1
795000,5,2.5,3040,9570,1,0,48
465000,3,2,1840,40438,2,0,21
673000,4,2.5,2990,10400,2,0,13
810000,4,2.5,3520,15420,2,0,23
785000,4,2.75,2440,69415,1,0,26
338000,4,3,2090,7500,1,0,28
280000,3,2.25,1430,7222,2,0,21
315000,4,2.25,2180,10754,1,0,60
530000,4,2.25,2180,10754,1,0,61
380000,5,3,3450,9914,2,0,10
297000,3,2.25,1450,7562,2,0,20
730000,4,2.5,3230,7331,2,0,10
450000,3,1.75,1640,13500,1,0,74
275000,3,3,1590,7750,1,0,17
595000,4,2,2020,2849,2,0,55
435000,3,1.5,1300,3348,1.5,0,1
270000,2,1.5,1380,209959,1,0,60
950000,3,3,4040,14338,2,0,28
389000,4,2.25,2130,5337,2,0,14
560000,4,2.25,2550,7800,1,0,47
1.35E+06,5,3.5,4800,14984,2,0,16
799000,4,2.25,2510,11585,2,0,45
365500,3,2,1410,9600,1,0,31
252350,3,2,1650,7352,1,0,35
403950,4,2.5,2120,13780,2,0,21
385000,4,1.5,2040,10726,1,0,60
345000,4,1,1550,7620,1.5,0,57
490000,3,2.75,1980,3128,2,0,35
330000,3,2.5,1600,26977,2,0,9
927000,4,2.75,3300,12090,2,0,61
1.12E+06,4,2.5,3840,16619,2,0,31
330000,2,1,1220,10000,1,0,65
530000,5,2.25,2720,8800,1,0,57
365000,4,2,1940,25600,1,0,52
378750,3,2.5,2160,3000,1.5,0,3
269900,4,1.75,1530,8750,1.5,0,46
557000,3,3.5,1710,2096,2,0,7
360000,4,1.75,3730,16980,1,0,40
352000,2,1,940,5000,1,0,78
437000,3,2.5,1750,22357,2,0,21
322500,4,2.5,1820,6753,2,0,20
650000,3,3.25,1510,2000,2,0,13
450000,3,2,1290,1213,3,0,13
278500,3,2,1570,5250,1,0,17
364950,4,2.5,1930,6957,2,0,20
840000,4,3.5,2840,40139,1,0,28
268000,3,2.5,1550,8134,2,0,24
517534,2,1,833,143947,1,0,8
632925,3,2.5,2990,32239,2,0,36
577500,3,2.5,2000,7251,2,0,19
339000,4,1.5,2390,7480,1.5,0,95
570000,3,1.75,2910,37461,1,0,47
563500,4,1.75,2085,174240,1,0,50
423000,4,2.25,2200,9351,1,0,53
355000,3,2.25,1860,5028,2,0,2
1.55E+06,5,4.25,6070,171626,2,0,15
482000,2,1,950,3960,1,0,73
625000,3,1.75,1600,9135,1,0,59
538000,3,2.5,2250,11632,2,0,26
380000,3,2.5,2280,10255,2,0,30
375000,2,1,940,5120,1,0,105
245000,3,2.5,1530,8500,1,0,19
310000,5,1.75,2190,27260,1,0,40
1.30E+06,3,2,2350,15021,1,0,39
397000,4,2,1440,7680,1,0,43
365000,3,2.5,2200,4052,2,0,10
328500,4,3,2290,8250,2,0,24
988000,4,3,4040,19700,2,0,27
1.00E+06,4,2.5,2610,3277,1.5,0,92
237000,3,2.5,1490,2138,2,0,9
525000,4,2.5,2450,5280,2,0,11
749000,4,2.5,1710,9627,1,0,0
722500,5,2.5,4870,11800,2,0,31
843000,3,2.5,3130,8750,2,0,24
438000,2,2,1270,1372,3,0,14
578000,3,1.75,2120,10875,1,0,37
227950,3,1.5,1670,8230,1,0,60
196000,3,2.25,2070,11576,2,0,40
641000,2,1,1420,5332,1,0,61
350000,3,1.5,1250,219978,1,0,35
205000,3,1,940,7980,1,0,54
400000,3,1.75,1920,9102,1,0,46
1.03E+06,3,2.5,3545,9816,1,0,9
505000,3,2,1260,5460,1,0,43
475000,5,2.5,2340,7200,1,0,39
520000,3,2.25,2590,9263,1,0,37
1.45E+06,3,4.5,3970,24920,2,0,16
333500,3,1.75,1220,9732,1,0,49
232000,3,1,1400,10403,1,0,39
691100,3,2.75,2360,16117,1,0,32
811000,3,1.75,1870,9897,1,0,54
551000,3,2.5,2830,5802,2,0,13
496500,3,2.5,2260,3640,2,0,21
705000,3,3,1970,20978,2,1,34
578000,4,2.5,3140,9225,1,0,48
255000,3,1.75,1240,8659,1,0,29
1.05E+06,4,3.5,3450,7832,2,0,7
348000,3,2.25,2570,8491,2,0,26
230000,3,2,1510,3413,2,0,29
359500,4,2.25,2390,11250,2,0,26
330000,3,1,980,7000,1,0,61
80000,1,0.75,430,5050,1,0,102
465000,3,1.75,1480,6360,1,0,60
325000,4,2.5,1850,7324,2,0,17
340500,3,2,2270,28025,1,0,68
342500,3,2.5,1810,5192,2,0,22
290900,2,2,1610,17600,2,0,31
868700,3,4.25,3840,6161,2,0,15
1.20E+06,4,2.75,4110,8400,2,0,1
1.15E+06,4,3.25,4190,10259,2,0,14
859900,4,2.75,3390,6298,2,0,3
520000,4,2.25,1890,3006,2,0,11
460000,3,2.5,1610,2527,2,0,9
438924,3,1.5,1050,4590,1,0,65
315000,2,1,630,6550,1,0,97
590000,4,2.75,2910,10650,1,0,39
378500,4,1.75,1700,8640,1,0,59
328500,3,2.5,1950,8130,2,0,24
849950,3,3,2990,9773,2,0,42
525000,3,1.5,1350,6000,1,0,64
1.39E+06,4,3.25,4860,181319,2.5,0,22
295000,4,2.5,2160,7725,1,0,37
1.07E+06,6,3.5,4860,11793,2,0,16
207950,2,2,890,5000,1,0,97
699900,4,2.75,2810,7302,2,0,12
1.28E+06,5,2.5,3400,9500,2,0,38
452000,4,1.5,1580,7350,1,0,51
370000,3,2,1680,5036,1,0,28
232000,3,1.75,1300,11230,1,0,47
669950,5,2.5,2820,14062,2,0,54
397500,3,2,1510,6710,1,0,42
490000,2,2.5,1230,1391,2,0,10
725000,4,2,2110,4140,2,0,12
299000,3,2.75,3080,19635,1,0,56
625000,2,1.5,1490,5750,1.5,0,114
437500,3,2.5,2120,4500,2,0,14
650000,4,2.5,3180,5438,2,0,12
475000,2,1,1490,3825,1,0,85
342000,3,2,1930,11947,1,0,48
1.20E+06,4,2.5,2770,7800,2,0,15
280000,3,1.5,1670,11610,1,0,52
240000,2,1.75,1330,7200,1,0,21
529000,3,1,1210,3328,1.5,0,90
442000,3,1,1190,5100,1,0,74
615000,2,1,1540,6872,1,0,68
1.49E+06,4,3.75,4030,10800,2,0,8
585000,4,1.75,2430,7559,1,0,34
480000,4,2.5,2600,7787,2,0,10
1.10E+06,5,3.5,4410,57063,2,0,24
290000,4,1,1330,8184,1.5,0,65
615000,3,1.75,1900,5000,1,0,63
300000,2,1,1100,7680,1,0,65
308000,3,1,1980,39150,1.5,0,82
750000,3,2.5,2400,7745,2,0,14
2.25E+06,4,2.25,4760,8036,2.5,0,98
890000,4,3.25,3180,194278,2,0,9
288000,3,1,1190,7560,1,0,57
190000,2,1,630,6000,1,0,9
515000,5,3,2530,5105,1,0,10
235000,4,1.5,1690,11054,1,0,84
275000,2,1,940,5000,1,0,63
727500,2,2,1240,9119,1,0,62
650000,4,2.5,3040,6587,2,0,11
1.60E+06,6,5,6050,230652,2,0,13
365000,4,1,1590,7085,1.5,0,70
662000,3,1.75,2500,36947,1,0,30
270500,3,2.5,1780,7848,1,0,37
200000,2,1.5,1360,1898,2,0,37
970000,4,3.25,4740,76230,2,0,28
160000,3,1.5,1010,9600,1,0,52
204000,3,1,1040,7405,1,0,44
358000,3,2.25,1610,6655,2,0,30
452000,4,1.75,1570,8268,1,0,36
595000,2,2,1510,4000,1,0,114
249000,3,2,1360,6082,1,0,21
346900,4,2.5,1970,5106,2,0,16
2.13E+06,3,2.5,5403,24069,2,1,39
280000,4,2.5,1560,4350,2,0,11
318888,4,1.75,2320,12000,1,0,41
530000,3,2.25,2120,40518,1,0,47
375000,3,2.25,2120,18500,2,0,31
910000,4,2.5,3350,29242,2,0,27
782000,4,2.5,2380,9614,2,0,23
259950,2,2,1070,649,2,0,7
315000,4,2.75,2300,18360,1,0,35
215000,2,1,1320,8865,1,0,71
705000,3,1.75,2180,10221,1,0,68
1.45E+06,3,3,4380,6320,2,0,62
451000,3,1.75,1790,9813,2,0,66
261000,2,1,750,8125,1,0,71
396000,3,1.5,1300,8280,1,0,58
725000,4,2.5,2990,29170,2,0,15
1.95E+06,7,3.5,4640,15235,2,0,11
238000,4,1,1400,7242,1.5,0,55
750000,6,1.75,2750,9563,2,0,42
331500,4,2.5,2050,10271,2,0,16
460000,4,3,2230,108900,1,0,36
404950,4,2.25,2340,217014,1,0,32
880000,3,2.5,2870,5163,2,0,0
863000,4,2.5,4120,22370,2,0,17
638700,3,1.75,2080,9162,1,0,54
435000,3,2.5,1840,5680,2,0,6
260000,3,1,1180,5350,1.5,0,55
671500,5,2.75,2160,4000,1.5,0,87
610000,3,1,1180,3400,1.5,0,107
405000,2,0.75,1160,15029,1,0,77
338900,4,2.5,1830,5612,2,0,11
720000,4,4,3200,7708,2,0,11
442000,5,3,2560,5445,1.5,0,88
650000,5,2.75,2550,5040,1.5,0,112
263500,3,1.75,1330,9917,1,0,34
300000,2,1,1220,75794,1,0,51
266000,3,2.5,1805,3402,2,0,5
930000,4,4,6050,84942,2.5,0,5
530000,4,2.5,2320,5493,2,0,11
180000,3,1,1384,8960,1,0,49
619000,3,2.5,2720,6439,2,0,9
264000,3,1.5,1820,10608,1,0,52
730000,2,2.25,2130,4920,1.5,0,73
439000,4,2.25,2060,10070,2,0,39
268500,4,1.75,1420,7500,1,0,33
330000,3,1.75,1510,15744,1,0,29
640000,3,2.5,2160,4000,1.5,0,1
900000,3,2.5,3180,12600,2,0,36
370000,3,2.25,2110,13300,2,0,29
685000,3,2,2060,2900,1.5,0,84
505000,3,1.5,1830,217800,1,0,33
265000,3,1.75,1820,32666,1,0,48
290000,3,2.5,1610,2937,2,0,9
296000,4,2.5,1780,3600,2,0,8
360000,4,2.5,1840,9611,2,0,19
240500,3,1.75,1460,10584,1,0,17
372500,2,2.5,1400,2958,2,0,7
595000,3,2.5,3370,14402,2,0,10
515000,4,3,3590,8249,2,0,17
1.22E+06,4,2.25,3200,15367,2,0,52
507000,2,1.75,1670,6460,1,0,10
399950,4,2,2420,31465,1,0,31
185000,3,1.75,1430,10816,2,0,20
460000,3,1.75,1440,7070,1,0,34
435500,3,2.25,1450,4789,2,0,30
469000,4,2.75,3550,13938,1,0,49
531000,2,3,1270,1175,2,0,14
443500,2,1,940,6804,1,0,66
223000,3,2,1670,6824,1,0,24
590000,4,3.5,3100,15842,2,0,19
340000,2,2.5,1100,1760,3,0,17
650000,3,2,1870,3388,1,0,89
533600,3,2.5,1930,5080,2,0,24
695000,3,2.75,2540,4694,2,0,9
242000,3,1.75,1280,7524,1.5,0,26
425000,3,2.25,1820,8814,1,0,48
525000,3,2.25,1490,9414,2,0,34
485000,3,2.5,1880,5502,2,0,26
175000,3,1,1250,9775,1,0,44
210000,3,2,1440,7210,1,0,31
260000,3,2.5,1920,7415,2,0,26
577000,3,2.5,2060,5750,1,0,38
200000,3,1.5,1210,10588,1,0,56
605000,2,1.75,1760,5000,1,0,88
325000,3,1,990,6750,1,0,67
289500,3,1,960,6400,1,0,70
559950,3,2.5,1660,1458,3,0,0
1.04E+06,3,1.75,1900,9375,1,0,74
543500,3,2.25,1270,2790,1,0,44
480000,4,2.25,3250,34293,2,0,31
218000,3,1,960,9633,1,0,32
565000,2,1.75,1330,6000,1,0,69
426700,3,1.75,2080,7700,1,0,46
650000,3,2.5,2690,11575,1,0,57
542000,2,1,890,3060,1,0,104
415000,3,1.75,1070,8000,1,0,37
214000,3,1,1200,8316,1,0,61
245000,3,1.5,1360,8910,2,0,66
314500,3,2,2050,13303,1,0,21
1.12E+06,3,1.5,3000,5750,2,0,91
378000,2,2,1300,3850,1,0,52
305000,4,2.5,2250,9091,1,0,32
595000,5,2.75,3740,6750,1,0,37
729500,3,2.5,1660,1091,3,0,0
430000,3,2.5,2360,6699,2,0,11
240000,3,1.75,1760,6500,1,0,28
545000,3,1.75,1680,6200,1.5,0,99
530000,3,1.75,1320,2500,1,0,96
157000,1,1,870,26326,1,0,75
425000,4,1,1260,7645,1.5,0,90
220000,3,1,1000,6020,1,0,70
521000,4,1.75,2020,36400,1,0,38
325000,3,1,1920,6862,1,0,62
597500,3,2,2150,5400,1.5,0,104
337000,3,2.5,1470,3976,2,0,15
1.00E+06,3,2.5,3180,10492,2,0,24
3.07E+06,3,2.5,3930,55867,1,1,57
495000,3,1,990,6000,1,0,71
748000,4,3.5,2770,3330,2,0,14
888000,3,1.5,1250,8710,1,0,61
269900,3,1.75,1140,22267,1,0,29
496500,4,2.5,2250,14440,1,0,47
475000,3,2.5,1640,5097,2,0,46
312000,3,1.5,1255,1374,3,0,10
323000,3,1,1290,12231,1,0,38
331000,3,1.75,1300,9079,1,0,28
306000,3,1.5,1220,1086,3,0,7
655000,4,2.5,2630,4000,3,0,12
290000,3,1.5,1950,15954,1,0,55
1.25E+06,4,3.25,3160,5000,2,0,49
